Country Name,Country Code,Indicator,Indicator code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,119.973872,118.1251874,125.7298304,112.2727788,109.7543234,114.5006351,109.3197557,100.6016937,98.18996641,95.59717502,93.03171281,93.50829273,93.98378752,92.69346933,87.45308519,82.18445708,92.25367854,92.13984479,93.95611707,89.39780127,88.56559569
China,CHN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,287.4484879,295.4485261,333.5089292,328.6582604,352.2643517,375.1049955,374.7651381,385.3146358,372.6581023,383.9675873,425.2393403,444.6498062,457.3332384,458.5161555,477.5792777,465.6126796,480.0550717,460.4577548,442.5532466,427.7508472,414.4914461
China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,5228730.0,5234668.444,5240606.889,5246545.333,5252483.778,5258422.222,5264360.667,5270299.111,5276237.556,5282176.0,5274623.0,5267130.0,5259607.0,5252084.0,5244561.0,5237038.0,5229520.0,5221990.0,5214470.0,5206950.0,5206010.0
China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.69458321,55.75787186,55.82113207,55.88438929,55.94764475,56.01090318,56.07415984,56.1374177,56.20067197,56.26392504,56.18347308,56.10366022,56.02352781,55.94339539,55.86326298,55.78313057,55.70305735,55.62285036,55.5427499,55.46264943,55.45263687
China,CHN,Arable land (hectares),AG.LND.ARBL.HA,119040000.0,119633844.4,120027688.9,120221533.3,120415377.8,120659222.2,121003066.7,120946911.1,121190755.6,121384600.0,120132300.0,118680000.0,117327700.0,116375400.0,115603100.0,114870800.0,113452000.0,111634000.0,110486000.0,108942800.0,108804600.0
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.094278281,0.094062857,0.093742337,0.093310721,0.092907724,0.092549951,0.092296888,0.091773494,0.091488543,0.091180235,0.089804778,0.088235622,0.086640501,0.085366773,0.084267418,0.083248156,0.081750121,0.079954735,0.078763295,0.077388163,0.077106229
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,12.6797199,12.74298198,12.78493429,12.80558261,12.82623053,12.85220495,12.88883063,12.88284996,12.90882344,12.9294708,12.79608011,12.6413861,12.49734374,12.39590802,12.31364527,12.23564319,12.08451877,11.89087164,11.7685906,11.60421422,11.58949363
China,CHN,Land under cereal production (hectares),AG.LND.CREL.HA,85263680.0,82595430.0,81468883.0,76947800.0,79349403.0,81873750.0,84899810.0,85830050.0,86358190.0,88566750.0,90060290.0,91288190.0,92927090.0,94166630.0,95062910.0,103281871.0,102133381.0,100489465.0,99631500.0,97913147.0,97939476.0
China,CHN,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.171681107,1.171681831,1.192985264,1.235591946,1.278198592,1.315479482,1.342108679,1.411344534,1.448625333,1.491231929,1.544490212,1.619051809,1.682961749,1.704265062,1.706395393,1.704265062,1.775311801,1.888858472,1.930932521,2.015208437,2.01991647
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,1770005.5,1793615.33,1817225.16,1840834.99,1864444.82,1888054.65,1911664.48,1935274.31,1958884.14,1982493.97,2006103.8,2025471.54,2044839.28,2064207.02,2083574.76,2102942.5,2124600.0,2143390.0,2162190.0,2180990.0,2199780.0
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,18.85347276,19.10496812,19.3564539,19.60793869,19.85942287,20.11090813,20.36239278,20.61387789,20.86536169,21.11684505,21.36832885,21.57462737,21.78092589,21.9872244,22.19352292,22.39982144,22.6305121,22.83065675,23.03090792,23.23115908,23.43130373
China,CHN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0
China,CHN,Land area (sq. km),AG.LND.TOTL.K2,9388220.0,9388214.2,9388213.2,9388212.7,9388212.5,9388211.8,9388211.4,9388210.8,9388210.8,9388211.0,9388211.0,9388211.0,9388211.0,9388211.0,9388211.0,9388211.0,9388210.0,9388210.0,9388210.0,9388210.0,9388210.0
China,CHN,Cereal production (metric tons),AG.PRD.CREL.MT,405223840.0,396483180.0,396676265.0,374819300.0,411570400.0,427760500.0,451108151.9,456668100.0,479263400.0,482657000.0,497807900.0,521255500.0,541643200.0,555365200.0,560519000.0,618165313.3,614697468.8,614070169.0,609946694.2,613438323.2,616632008.3
China,CHN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,61.97,63.25,66.02,65.89,70.44,72.56,74.41,77.42,82.16,83.79,86.35,90.95,93.5,95.7,97.36,101.49,101.14,103.12,104.39,107.84,107.94
China,CHN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,63.37,64.45,67.12,68.08,71.68,74.57,76.14,78.0,82.67,85.1,87.79,90.95,93.74,95.75,97.62,101.33,101.05,102.37,103.42,104.25,105.49
China,CHN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,68.08,69.41,71.34,74.54,77.28,81.31,83.26,82.84,87.11,90.25,92.48,92.85,96.45,97.34,99.17,100.66,100.17,99.99,100.57,97.14,98.44
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9562920.0,9562914.2,9562913.2,9562912.7,9562912.5,9562911.8,9562911.4,9562910.8,9562910.8,9562911.0,9562911.0,9562911.0,9562911.0,9562911.0,9562911.0,9562911.0,9562910.0,9562910.0,9562910.0,9562910.0,9562910.0
China,CHN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4752.6,4800.3,4869.1,4871.1,5186.8,5224.6,5313.4,5320.6,5549.7,5449.6,5527.5,5710.0,5828.7,5897.7,5896.3,5985.2,6018.6,6110.8,6122.0,6265.1,6296.1
China,CHN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.395372727,9.561808215,9.99643092,6.723971158,7.662550343,7.009096803,6.98224137,7.365303024,6.904613678,5.828862281,6.003011677,5.851215198,5.567151734,5.517874225,6.108219141,5.789638356,5.673465477,5.464051066,5.366939031,5.150128678,4.069620204
